"COMPANY NAME","ROC NO","URL","CLUSTER","ID","MARCH","YEAR"
"Connect Seven Solution Sdn Bhd","924787-D","NULL","InfoTech","CS/3/7002","Active","2011"
"Consider iProspect Sdn Bhd","1059650-K","NULL","Global Business Services","CS/3/9165","Active","2015"
"Consoci8 Sdn Bhd","807599-M","cs8.my","InfoTech","CS/3/5561","Active","2011"
"Consolsys Technologies Sdn Bhd","614664-X","NULL","InfoTech","CS/3/1979","Active","2004"
"Consolsys Voyager Sdn Bhd","1074627-H","NULL","InfoTech","CS/3/8718","Active","2015"
"Consurv Technic Two Sdn Bhd","1017745-P","consurv.com.my","InfoTech","CS/3/7706","Active","2014"
"Content Matrix Sdn Bhd","1177087-A","NULL","Creative Content & Technologies","CS/3/9883","Active","2016"
"Contrast Studio Sdn Bhd","1124703-H","NULL","Creative Content & Technologies","CS/3/9117","Active","2015"
"Contraves Electrodynamics Sdn Bhd","979425-T","NULL","InfoTech","CS/3/7661","Active","2012"
"Convep Mobilogy Sdn Bhd","888851-T","convep.com","InfoTech","CS/3/6629","Active","2010"
"Cool Invention MSC Sdn Bhd","778141-K","coolinvention.com","InfoTech","CS/3/3588","Active","2007"
"Cooline Technology Sdn Bhd","634486-P","NULL","InfoTech","CS/3/2089","Active","2004"
"Core Studios Sdn Bhd","1033968-K","thecorestudios.com","Creative Content & Technologies","CS/3/9308","Active","2017"
"CoreLogic Asia Sdn Bhd","961198-X","corelogic.com.my","InfoTech","CS/3/5898","Active","2012"
"Cornet Research Sdn Bhd","873513-W","cornetresearch.com","InfoTech","CS/3/6786","Active","2010"
"Cortex Imaging Sdn Bhd","835496-P","corteximaging.com","InfoTech","CS/3/5979","Active","2009"
"Cosmopoint Institute of Information Technology (Johor Bahru Branch)","226112-K","cosmopoint.com.my","IHLs & Incubators","KWD-4/63","Active","2004"
"Cosmopoint Sdn Bhd (Cosmopoint College of Technology, Seremban Branch (CCT-Seremban)","226112-K","cosmopoint.com.my","IHLs & Incubators","KWD-4/88","Active","2006"
"Cosmopoint Sdn Bhd (Cosmopoint College of Technology, Sungai Petani Branch (CCT-Sungai Petani)","226112-K","cosmopoint.com.my","IHLs & Incubators","KWD-4/89","Active","2006"
"Cosmopoint Sdn Bhd (Institut Teknologi Maklumat Cosmopoint-KL Branch)","226112-K","cosmopoint.com.my","IHLs & Incubators","KWD-4/12","Active","2000"
"Cosmopoint Sdn Bhd - Cosmopoint College of Technology , Kuantan Branch (CCT-Kuantan)","226112-K","cosmopoint.com.my","IHLs & Incubators","KWD-4/90","Active","2006"
"Cosmopoint Sdn Bhd - Cosmopoint College of Technology Ipoh Branch (CCT-Ipoh)","226112-K","cosmopoint.com.my","IHLs & Incubators","KWD-4/85","Active","2006"
"Cosmopoint Sdn Bhd - Cosmopoint College of Technology, Malacca Branch (CCT-Malacca)","226112-K","cosmopoint.com.my","IHLs & Incubators","KWD-4/86","Active","2006"
"Cosmopoint Sdn Bhd - Cosmopoint College Of Technology, Penang (CCT - Penang)","226112-K","cosmopoint.edu.my","IHLs & Incubators","KWD-4/84","Active","2007"
"Cosmopoint Sdn Bhd - Cosmopoint Institute of Information Technology , Kota Bahru (CIIT-KB)","226112-K","comsmopoint.com.my","IHLs & Incubators","KWD-4/76","Active","2005"
"Cosmopoint Sdn Bhd - Cosmopoint Institute of Information Technology , Kota Kinabalu Branch (CIIT-KK)","226112-K","comsmopoint.com.my","IHLs & Incubators","KWD-4/73","Active","2005"
"COUP Marketing Asia Pacific Sdn Bhd","938850-U","cmap.my","Global Business Services","CS/3/8949","Active","2014"
"Crave Asia Sdn Bhd","914475-H","craveasia.com","InfoTech","CS/3/8273","Active","2013"
"Creative Advances Technology Sdn Bhd","475368-A","virtualmalaysia.com","Creative Content & Technologies","CS/3/314","Active","2000"
"Creative Dreams International Sdn Bhd","877207-K","creativedreams.com.my","InfoTech","CS/3/7518","Active","2012"
"Creative Media Point Sdn Bhd","883144-P","NULL","Creative Content & Technologies","CS/3/6463","Active","2010"
"Creative Mobile Multimedia Broadcasting (CMMB) Sdn Bhd","865329-W","NULL","InfoTech","CS/3/8067","Active","2013"
"Creer Technologies Sdn Bhd","1175047-A","NULL","InfoTech","CS/3/10158","Active","2017"
"Crespro Technologies Sdn Bhd","769210-A","crespro.com","InfoTech","CS/3/4960","Active","2008"
"Crest Business Solutions Sdn Bhd","1003651-A","crestsolution.com.my","Global Business Services","CS/3/7758","Active","2017"
"CrossDttr Technologies Sdn Bhd","1200647-T","crossdottr.io","InfoTech","ST/3/5","Active","2016"
"Cruise GPS Systems Sdn Bhd","839420-A","CruiseGPSSystems.com","InfoTech","CS/3/6209","Active","2010"
"CryoCord Sdn Bhd","567838-A","cryocord.com.my","InfoTech","CS/3/1382","Active","2002"
"Crystalviewhd Sdn Bhd","945327-K","nltvc.com","InfoTech","CS/3/7784","Active","2012"
"CSE Telematics Sdn Bhd","266739-U","NULL","Creative Content & Technologies","CS/3/1168","Active","2002"
"CSEM Technologies Sdn Bhd","935473-T","NULL","InfoTech","CS/3/7102","Active","2011"
"CSF Advisers Sdn Bhd","532675-X","NULL","Global Business Services","CS/3/1039","Active","2002"
"CSG International Sdn Bhd","504281-K","NULL","InfoTech","CS/3/352","Active","2000"
"CSS MSC Sdn Bhd","716106-M","concordess.com","InfoTech","CS/3/4779","Active","2009"
"CTAPPS MSC Sdn Bhd","683904-T","ctapps.com","InfoTech","CS/3/787","Active","2005"
"CTB Solutions Sdn Bhd","679149-A","NULL","InfoTech","CS/3/6687","Active","2010"
"CTi UMS Sdn Bhd","510450-T","ctisys.net","InfoTech","CS/3/711","Active","2002"
"CTOS Business Systems Sdn Bhd (Calyx Integrated Business Systems Sdn Bhd)","650035-U","NULL","InfoTech","CS/3/2296","Active","2004"
"CTOS Data Systems Sdn Bhd","247651-H","ctoscredit.com.my","Global Business Services","CS/3/9989","Active","2016"
"Cube Global Sdn Bhd","847476-W","cubeglobal.my","InfoTech","CS/3/6312","Active","2010"
"Cubinet Interactive (MSC) Sdn Bhd","798022-W","cubinet.com","InfoTech","CS/3/4768","Active","2007"
"Cucms Edutech Sdn Bhd","1150677-V","NULL","InfoTech","CS/3/9700","Active","2016"
"Cuepro Productions Sdn Bhd","1059088-M","cuepro.com.my","Creative Content & Technologies","CS/3/9651","Active","2016"
"Curtin (Malaysia) Sdn Bhd - Universiti Teknologi Curtin, Kampus Sarawak)","464213-M","curtin.edu.my","IHLs & Incubators","KWD-4/34","Active","2001"
"Cuscapi Innovation Lab Sdn Bhd","576746-V","NULL","InfoTech","CS/3/1259","Active","2003"
"Cuscapi Interactive Solutions Sdn Bhd","627041-H","NULL","Global Business Services","CS/3/8596","Active","2014"
"Cuscapi Outsourcing Sdn Bhd","819696-V","cuscapi.com","Global Business Services","CS/3/5573","Active","2009"
"Cuscapi Solutions Sdn Bhd","616238-K","adeptissolutions.com","InfoTech","CS/3/2205","Active","2004"
"Custella Sdn Bhd (Fka Lava Labs Sdn Bhd)","1016032-M","lavalabs.net","InfoTech","CS/3/9306","Active","2016"
"Customer Connect Malaysia Sdn Bhd","1041333-A","customerconnect.com.my","Global Business Services","CS/3/9268","Active","2016"
"Custommedia Sdn Bhd","210378-U","NULL","InfoTech","CS/3/299","Active","2000"
"Cworks Sdn Bhd (Fka CWorks Mobile Sdn Bhd)","715706-W","cworksmobile.com","InfoTech","CS/3/3471","Active","2008"
"CXL Solutions Sdn Bhd","600787-A","NULL","Global Business Services","CS/3/2094","Active","2006"
"CXS Analytics Sdn Bhd","1197923-A","NULL","Global Business Services","CS/3/10485","Active","2017"
"Cyber Intelligence Sdn Bhd","713256-T","cyberintelligence.my","Global Business Services","CS/3/7261","Active","2013"
"Cyber Village Sdn Bhd","411249-P","NULL","InfoTech","CS/3/405","Active","2000"
"Cybernetics International College of Technology","330785-M","NULL","IHLs & Incubators","KWD-4/112","Active","2010"
"Cybersecurity Malaysia","726630-U","cybersecurity.my","Global Business Services","CS/3/6431","Active","2010"
"Cybersolution Technologies Sdn Bhd","764936-X","NULL","InfoTech","CS/3/4739","Active","2008"
"Cyngus Technologies Sdn Bhd","747223-D","cyngus.com.my","InfoTech","CS/3/5511","Active","2008"
"Cyon Knowledge Computing Sdn Bhd","932385-V","NULL","InfoTech","CS/3/10804","Active","2018"
"Cytron R&D (MSC) Sdn Bhd","873151-M","cytron.com.my","InfoTech","CS/3/5867","Active","2009"
"DagangAsia Net Sdn Bhd","800536-A","NULL","InfoTech","CS/3/5753","Active","2009"
"Dallab AI SDN BHD","1206881-P","dallab.com","Global Business Services","CS/3/10457","Active","2017"
"Dallab Sdn Bhd","619727-A","dallab.com","InfoTech","CS/3/2129","Active","2006"
"Dan-One Concept Sdn Bhd","599541-U","NULL","InfoTech","CS/3/5933","Active","2009"
"Dare BPO Sdn Bhd","817468-H","darebpo.com","InfoTech","CS/3/5787","Active","2009"
"Dassault Systemes Innovation Technologies Malaysia Sdn Bhd","745523-A","quintiq.com","InfoTech","CS/3/3698","Active","2006"
"Data Calibre Sdn Bhd","739400-D","NULL","InfoTech","CS/3/5634","Active","2008"
"Data Excess Solutions Sdn Bhd","1116818-U","NULL","InfoTech","CS/3/8287","Active","2014"
"Data Solutions Sdn Bhd","745842-U","datasolutions.com.my","InfoTech","CS/3/7113","Active","2014"
"Dataage Sdn Bhd","451068-A","dataage.net","InfoTech","CS/3/9586","Active","2016"
"DataAM Technologies SDN BHD","1153531-U","NULL","InfoTech","CS/3/9395","Active","2015"
"Databridge Business Solutions Sdn Bhd","578207-D","NULL","InfoTech","CS/3/1167","Active","2002"
"Datacom Systems (Asia) Sdn Bhd","1026802-A","NULL","Global Business Services","CS/3/8076","Active","2013"
"Datadot Software Solutions Sdn Bhd","1075212-M","NULL","Global Business Services","CS/3/9174","Active","2015"
"Datakraf Solution Sdn Bhd","1166483-T","datakraf.com","InfoTech","CS/3/10593","Active","2018"
"Datalynx Sdn Bhd","1189356-H","datalynx.com.my","InfoTech","CS/3/10607","Active","2017"
"Datamation Technology (M) Sdn Bhd","376857-P","datamationgroup.com","InfoTech","CS/3/5001","Active","2008"
"Datamicron Systems Sdn Bhd","574342-H","datamicron.com","InfoTech","CS/3/1730","Active","2004"
"DataMorph Services Sdn Bhd","1073488-P","isentric.com","InfoTech","CS/3/8484","Active","2014"
"Datarunding Sdn Bhd","117648-K","datarunding.com.my","InfoTech","CS/3/2196","Active","2004"
"Datasoft System Sdn Bhd","1181379-A","datasoft-system.com","InfoTech","CS/3/10139","Active","2018"
"Datasonic Smart Solutions Sdn Bhd","647764-K","NULL","InfoTech","CS/3/7478","Active","2012"
"Datawiz Software Solutions Sdn Bhd","1042995-V","NULL","InfoTech","CS/3/10680","Active","2017"
"Dataworqs Sdn Bhd","1232748-D","NULL","Global Business Services","CS/3/10763","Active","2017"
"Dayaquest Technologies Sdn Bhd","845848-P","dayaquest.com","InfoTech","CS/3/7385","Active","2011"
"Daythree Business Services Sdn Bhd","734916-T","NULL","Global Business Services","CS/3/10376","Active","2017"
"Dc Technology Solutions Sdn Bhd","1145212-M","NULL","Global Business Services","CS/3/9185","Active","2016"
"Dcatalyst Sdn Bhd","819292-U","NULL","InfoTech","CS/3/5497","Active","2008"
"DCH Technology Sdn Bhd","1309145-K","dcholdings.com/","InfoTech","MSC/S/00015","Active","2020"
"DCLABS MSC Sdn Bhd","731605-D","dclabs.com.my","InfoTech","CS/3/3412","Active","2006"
"DCR Vision Media Sdn Bhd","689340-V","NULL","InfoTech","CS/3/6028","Active","2009"
"DD Animation Studio Sdn Bhd","1020294-X","didiandfriends.com","Creative Content & Technologies","CS/3/8199","Active","2015"
"DDSB Sdn Bhd","487799-X","NULL","InfoTech","CS/3/1308","Active","2003"
"De Touche Post Sdn Bhd","440909-D","NULL","Creative Content & Technologies","CS/3/5803","Active","2009"
"Defined Search Sdn Bhd","755177-P","NULL","InfoTech","CS/3/3658","Active","2007"
"Deft IT Solutions Sdn Bhd","1245966-V","deftitsolutions.com","InfoTech","CS/3/10850","Active","2018"
"Delaware Consulting Malaysia Sdn Bhd","1166051-W","delawareconsulting.com","Global Business Services","CS/3/10412","Active","2017"
"Dell Global Business Center Sdn Bhd","742481-H","dell.com/","Global Business Services","CS/3/3714","Active","2006"
"Deloitte SEA Services Sdn Bhd","936214-A","deloitte.com/my","Global Business Services","CS/3/7725","Active","2012"
"Denave (M) Sdn Bhd","986281-W","NULL","Global Business Services","CS/3/10744","Active","2017"
"Deriv Services Sdn Bhd","650294-V","deriv.com","InfoTech","CS/3/2289","Active","2004"
"Dermalog Biometrics Sdn Bhd","981179-V","dermalog.com","InfoTech","CS/3/7087","Active","2012"
"DES Sdn Bhd","530001-P","NULL","Creative Content & Technologies","CS/3/8851","Active","2016"
"Designer Sme Sdn Bhd","980417-K","NULL","InfoTech","CS/3/8090","Active","2013"
"Deus Solutions Sdn Bhd","1097765-W","deus-solutions.com","Global Business Services","CS/3/8931","Active","2015"
"Dex Ventures Sdn Bhd","951758-U","dexventures.com","Global Business Services","CS/3/10107","Active","2017"
"DGFLO INNOVATIONS Sdn Bhd","1116341-P","NULL","InfoTech","CS/3/8721","Active","2016"
"DHL Asia Pacific Shared Services Sdn Bhd","734769-X","dhl.com","Global Business Services","CS/3/3174","Active","2007"
"DHL Information Services (Asia-Pacific) Sdn Bhd","439340-V","NULL","Global Business Services","CS/3/42","Active","1997"
"Digicraft MSC Sdn Bhd","715125-K","NULL","InfoTech","CS/3/2893","Active","2006"
"Digistar Rauland MSC Sdn Bhd","619772-U","digistar.com.my","InfoTech","CS/3/1639","Active","2003"
"Digital Enablement Sdn Bhd","1139246-P","agagroup.my","Global Business Services","CS/3/9592","Active","2017"
"Digital Marketing Consultancy Sdn Bhd","1187706-T","dmhubtraining.com/","InfoTech","ST/3/17","Active","2016"
"Digital Network Sdn Bhd","290460-U","NULL","InfoTech","CS/3/10096","Active","2017"
"Digital Optics (M) Sdn Bhd","595959-D","itramas.com","InfoTech","CS/3/1856","Active","2004"
"Dignersys Cloud Berhad","926685-A","NULL","InfoTech","CS/3/7081","Active","2012"
"Dignersys International R&D Sdn Bhd","408650-X","enterprisebuilder.us","InfoTech","CS/3/1189","Active","2002"
"Directors Think Tank Sdn Bhd","795734-X","NULL","Creative Content & Technologies","CS/3/5285","Active","2008"
"DISYS (Malaysia) Sdn Bhd","879032-M","NULL","InfoTech","CS/3/6841","Active","2012"
"Diverta Asia Sdn Bhd","1191907-U","diverta.co.jp","InfoTech","CS/3/10331","Active","2017"
"DKE Technology Sdn Bhd","883165-X","NULL","InfoTech","CS/3/6471","Active","2010"
"DKSH Corporate Shared Services Center Sdn Bhd","627545-W","dksh.com","Global Business Services","CS/3/1866","Active","2003"
"Dnexport Sdn Bhd","1093694-H","NULL","InfoTech","CS/3/8788","Active","2014"
"Docuflo (MSC)  Sdn  Bhd","735174-H","infoconnect.com.my","InfoTech","CS/3/2962","Active","2006"
"Documation Technology MSC Sdn Bhd","879676-M","documation.com.my","InfoTech","CS/3/4102","Active","2009"
"Dolphin Systems Sdn Bhd","791546-A","dolphineng.com","InfoTech","CS/3/5146","Active","2008"
"Domain Consulting (M) Sdn Bhd","530520-M","dometech.com.uk","InfoTech","CS/3/691","Active","2001"
"Doo Technology My Sdn Bhd","1309300-A","doo.hk/","Global Business Services","MSC/S/00088","Active","2021"
"Dotdash Technologies Sdn Bhd","1290206-X","dotdashtech.com/","InfoTech","MSC/S/00102","Active","2021"
"Double Eleven Malaysia Sdn Bhd","1291306-T","double11.com","Global Business Services","MSC/S/00024","Active","2020"
"DownUnder GeoSolutions (Asia) Sdn Bhd","1099587-P","dugeo.com","Global Business Services","CS/3/9990","Active","2016"
"Dragonsoft Research (Malaysia) Sdn Bhd","807954-D","dragonsoft.com.my","InfoTech","CS/3/6265","Active","2010"
"Dream-X Technologies Sdn Bhd","886400-D","NULL","Creative Content & Technologies","CS/3/6640","Active","2010"
"Drixem Sdn Bhd ( Formely known as Alternative Webmaster Sdn Bhd )","749043-H","alternative-webmaster.com.my","InfoTech","CS/3/4353","Active","2007"
"Droupr Sdn Bhd","1186345-T","droupr.com","InfoTech","ST/3/35","Active","2017"
"DSS software solutions SDN BHD","1076923-D","NULL","InfoTech","CS/3/8712","Active","2014"
"Dutajaya Media Sdn Bhd","1066319-X","dutajaya.net/home","Creative Content & Technologies","CS/3/10138","Active","2017"
"Dviation Training Centre Sdn Bhd","1074917-M","NULL","InfoTech","CS/3/8539","Active","2014"
"Dwell Technologies Sdn Bhd","985810-T","dwelltec.asia","InfoTech","MSC/S/00011","Active","2020"
"DXC Technology Malaysia Sdn Bhd","25110-P","csc.com","Global Business Services","CS/3/8794","Active","2015"
"DXN Solutions Sdn Bhd","424601-A","NULL","InfoTech","CS/3/3053","Active","2007"
"Dynacoral Solutions Sdn Bhd","459562-M","dynacoral.com.my","InfoTech","CS/3/1052","Active","2002"
"DynaFront Systems Bhd (DynaFront Systems Sdn Bhd)","382732-W","dynafront.com","InfoTech","CS/3/599","Active","2001"
"Dynamic Podium Sdn Bhd","725497-P","NULL","InfoTech","CS/3/3546","Active","2006"
"Dynamicbiz Corporation Sdn Bhd","743930-K","dynamicbiz.com.my","InfoTech","CS/3/4140","Active","2009"
"E Cyborg Solutions (M) Sdn Bhd","1080513-X","NULL","InfoTech","CS/3/8595","Active","2014"
"E Property Alliance Sdn Bhd","788632-A","eproperty123.com.my/","InfoTech","CS/3/6691","Active","2010"
"e-Basis Bay Sdn Bhd","542882-X","basisbay.com","InfoTech","CS/3/602","Active","2001"
"E-Business Sdn Bhd","365944-T","ebx.com","InfoTech","CS/3/3484","Active","2007"
"E-Global SCM Solutions Sdn Bhd","717156-P","e-globalscm.com","InfoTech","CS/3/3876","Active","2008"
"E-Hors Technology Sdn Bhd","1173245-U","ehors.com","InfoTech","CS/3/10131","Active","2017"
"E-Librium Consulting Sdn Bhd","541447-D","elibriumconsulting.com","InfoTech","CS/3/1814","Active","2004"
"e-Lifestyles Mrketing Sdn Bhd","1170109-M","NULL","InfoTech","ST/3/19","Active","2016"
"e-Lock MSC Sdn Bhd","1236646-X","elock.com.my","InfoTech","CS/3/10225","Active","2017"
"E-Manual System Sdn Bhd","311055-M","NULL","InfoTech","CS/3/3272","Active","2006"
"E-mapping Solutions Sdn Bhd","724867-M","wems.com.my","InfoTech","CS/3/3434","Active","2006"
"E-Pay (M) Sdn Bhd","494207-U","NULL","InfoTech","CS/3/716","Active","2001"
"e-Safe Systems Sdn Bhd","865121-X","NULL","InfoTech","CS/3/6220","Active","2010"
"E-SAM Innovating Sdn Bhd","986912-X","NULL","InfoTech","CS/3/7772","Active","2012"
"E-TREE Technologies Sdn Bhd","709886-X","knowledgewarehub.com","InfoTech","CS/3/5936","Active","2010"
"e-Trifecta Solutions Sdn Bhd","801689-T","etrifecta.com","InfoTech","CS/3/6133","Active","2009"
"e1Net Sdn Bhd","1162783-A","28Mall.com","InfoTech","CS/3/9980","Active","2016"
"e2 Power Sdn Bhd","660159-V","NULL","Global Business Services","CS/3/2458","Active","2004"
"E2L Media Sdn Bhd","1019351-P","bigfishmedia.com.my","Creative Content & Technologies","CS/3/8587","Active","2015"
"EA Consulting Asia Pacific Sdn Bhd","452432-A","NULL","Global Business Services","CS/3/2561","Active","2004"
"EA MSC Sdn Bhd","812544-M","NULL","InfoTech","CS/3/4691","Active","2008"
"EA-Link System Sdn Bhd","414230-V","ealink.com","InfoTech","CS/3/2702","Active","2005"
"Eact Technologies Sdn Bhd","642384-W","NULL","InfoTech","CS/3/2333","Active","2005"
"Easynet Solutions Sdn Bhd","1191652-D","NULL","Global Business Services","CS/3/10619","Active","2017"
"Easyparcel Sdn Bhd","1028666-H","easyparcel.my","InfoTech","CS/3/9231","Active","2016"
"Easystore Commerce Sdn Bhd","1020551-M","easystore.co","InfoTech","CS/3/9208","Active","2016"
"Easyuni Sdn Bhd","818200-P","easyuni.com","InfoTech","CS/3/6048","Active","2010"
"Easyx Software Sdn Bhd","719022-P","NULL","InfoTech","CS/3/3742","Active","2006"
"Eatigo Malaysia Sdn Bhd","1201720-T","NULL","InfoTech","CS/3/10511","Active","2017"
"eBahn Technology Sdn Bhd","904659-X","NULL","InfoTech","CS/3/5601","Active","2010"
"eBay Malaysia Services Sdn Bhd","646013-T","NULL","Global Business Services","CS/3/9217","Active","2015"
"eBdesk Malaysia Sdn Bhd","983503-A","ebdesk.com","InfoTech","CS/3/7532","Active","2012"
"Ebizu Sdn Bhd","1039440-P","ebizu.com","InfoTech","CS/3/8212","Active","2014"
"EBSM Sdn Bhd","916971-H","NULL","InfoTech","CS/3/6765","Active","2010"
"EC-Council Asia Sdn Bhd","840977-X","eccouncil.org","InfoTech","CS/3/6164","Active","2009"
"Ecart Services Malaysia Sdn Bhd","983365-K","lazada.com.my","InfoTech","CS/3/7773","Active","2013"
"Ecava Sdn Bhd","686748-P","ecava.com","InfoTech","CS/3/2727","Active","2005"
"Ecenta (Malaysia) Sdn Bhd","765153-U","ecenta.com","InfoTech","CS/3/4561","Active","2007"
"Echez Solutions Sdn Bhd","1106161-U","e-chez.com","Global Business Services","CS/3/9183","Active","2015"
"Eclinic Online Technology Sdn Bhd","848572-P","NULL","InfoTech","CS/3/6244","Active","2009"
"Eco Community Sdn Bhd","1152301-U","eCommunity.my","InfoTech","CS/3/9709","Active","2016"
"Ecocard Solutions Sdn Bhd","794678-X","NULL","InfoTech","CS/3/6111","Active","2009"
"eCompazz IT Sdn Bhd","511492-V","ecompazz.com","InfoTech","CS/3/603","Active","2001"
"Ecoop Solution Sdn Bhd","783685-V","NULL","InfoTech","CS/3/5974","Active","2009"
"eCosway.com Sdn Bhd","509213-A","ecosway.com","InfoTech","CS/3/936","Active","2001"
"ECS ICT Berhad","351038-H","ecsm.com.my","InfoTech","CS/3/846","Active","2002"
"ECTL Systems Sdn Bhd","1084554-A","NULL","InfoTech","CS/3/8132","Active","2014"
"Ed-Online Technologies Sdn Bhd","537924-T","ed-online.com.my","Creative Content & Technologies","CS/3/4634","Active","2008"
"Edaran IT Services Sdn Bhd","155273-A","edaran.com","InfoTech","CS/3/4938","Active","2007"
"EDBE Studio Sdn. Bhd","1122140-A","NULL","Creative Content & Technologies","CS/3/9101","Active","2016"
"Edesk Sdn Bhd","907668-M","NULL","InfoTech","CS/3/6892","Active","2011"
"Edgecomms Sdn Bhd","731629-W","edgecomms.com","InfoTech","CS/3/2736","Active","2006"
"EDU Street Sdn Bhd","529084-U","edustreet.com.my","InfoTech","CS/3/4054","Active","2007"
"Educational Trend Sdn Bhd","324657-D","edutrend.cjb.net","Creative Content & Technologies","CS/3/103","Active","1998"
"Edudios Sdn Bhd","1197408-H","sisedu.my","InfoTech","CS/3/10448","Active","2018"
"Edugut Technologies Sdn Bhd","1208585-T","NULL","InfoTech","CS/3/10602","Active","2017"
"Eduspec Holdings Bhd","646756-X","litespeed.com.sg","InfoTech","CS/3/2339","Active","2004"
"Eeevo Next Sdn Bhd","1230335-V","NULL","InfoTech","CS/3/10636","Active","2017"
"Efox Sdn Bhd","786075-H","NULL","InfoTech","CS/3/9039","Active","2015"
"EG Global Sdn Bhd","1108047-H","NULL","Global Business Services","CS/3/8911","Active","2015"
"Eg R&D Sdn Bhd","1074691-M","NULL","Global Business Services","CS/3/8661","Active","2014"
"Ektech Eureka Msc Sdn Bhd","1192770-D","NULL","Global Business Services","CS/3/9750","Active","2016"
"Elabram Systems Sdn Bhd","489127-M","elabram.com","Global Business Services","CS/3/8418","Active","2014"
"Eleaps Sdn Bhd","732548-H","eleaps-design.com","InfoTech","CS/3/9179","Active","2015"
"Electric Angels (MSC) Sdn Bhd","456826-T","electricangels.com","InfoTech","CS/3/89","Active","1997"
"Electric Library (Malaysia) Sdn Bhd","451876-D","electriclib.com","InfoTech","CS/3/6158","Active","2009"
"Electrolux Home Appliances Sdn Bhd (Global Shared Service Center)","175660-T","electrolux.com.my","Global Business Services","CS/3/6954","Active","2011"
"Eleventh Division Sdn Bhd","1102228-P","nextacademy.com","InfoTech","CS/3/9973","Active","2016"
"Elfo Sdn Bhd","1223663-A","elfo.com","InfoTech","CS/3/10798","Active","2018"
"Eli Lilly Asia Pacific SSC Sdn Bhd","922301-P","NULL","Global Business Services","CS/3/7014","Active","2010"
"Elite Animation Sdn Bhd","528603-D","eliteanime.com.my","Creative Content & Technologies","CS/3/5319","Active","2009"
"Elite Mobile Global Sdn Bhd","1051709-K","NULL","InfoTech","CS/3/10148","Active","2016"
"Elitesoft Asia Sdn Bhd","792384-U","elitesoftasia.com","InfoTech","CS/3/5384","Active","2009"
"Elitesys Sdn Bhd","1045013-P","NULL","InfoTech","CS/3/8215","Active","2015"
"Ellipsis Technologies Sdn Bhd","919742-H","NULL","InfoTech","CS/3/7130","Active","2011"
"Elsoft Research Berhad","617504-K","NULL","InfoTech","CS/3/1916","Active","2003"
"EmailMagic Sdn Bhd","1189689-A","ematicsolutions.com","InfoTech","CS/3/10468","Active","2017"
"Emerald Global Services Sdn Bhd","1169934-T","emeraldglobal.co.uk","Global Business Services","CS/3/9627","Active","2016"
"Emerge Software Solutions (M) Sdn Bhd","628526-P","NULL","InfoTech","CS/3/1818","Active","2003"
"Emgraft Systems Sdn Bhd","875234-V","szarsolutions.com","InfoTech","CS/3/5843","Active","2010"
"EMI Solutions Sdn Bhd","685417-V","emi-solutions.biz","InfoTech","CS/3/2627","Active","2005"
"Emozin Sdn Bhd","765144-M","emozin.com","Creative Content & Technologies","CS/3/4799","Active","2007"
"Emross Sdn Bhd","989798-D","emrossgroup.com","InfoTech","CS/3/8115","Active","2013"
"EMS Multimedia System Sdn Bhd","1138698-X","NULL","InfoTech","CS/3/9600","Active","2016"
"Encora Technologies Sdn Bhd","610465-H","encorainc.com","Global Business Services","CS/3/1897","Active","2006"
"Enershia Sdn Bhd","422881-A","enershia.com","Creative Content & Technologies","CS/3/2641","Active","2007"
"Enfiniti (M) Sdn Bhd (Fka Enfiniti Vision Media Sdn Bhd)","572019-A","enfiniti.com.my","Creative Content & Technologies","CS/3/8194","Active","2015"
"Enfrasys Consulting Sdn Bhd","886044-P","enfrasys.com","Global Business Services","CS/3/8769","Active","2015"
"Engage Digital Sdn Bhd","1368692-T","engagedigital.asia/mobile","InfoTech","MSC/S/00029","Active","2020"
"Enihcam Technology Sdn Bhd","747037-W","NULL","InfoTech","CS/3/4734","Active","2007"
"Enlinea Sdn Bhd","980617-A","nurengroup.com","InfoTech","CS/3/8058","Active","2013"
"eNM Worldwide Sdn Bhd","1092551-W","NULL","InfoTech","CS/3/8733","Active","2014"
"ENmedia Ventures Sdn Bhd","1070896-P","NULL","Creative Content & Technologies","CS/3/8362","Active","2014"
"Ensign Infosecurity (Malaysia) Sdn Bhd (fka Quann Malaysia Sdn Bhd)","538837-V","NULL","InfoTech","CS/3/633","Active","2001"
"ENTIRE TYRE MANAGEMENT TECHNOLOGY SDN BHD","740058-V","NULL","InfoTech","CS/3/8731","Active","2014"
"Entity Contingent Solutions (Malaysia) Sdn Bhd","1162754-M","entitysolutions.com.sg","Global Business Services","CS/3/9802","Active","2017"
"Entity Digital Sdn Bhd","1175684-T","entitydigital.co","Creative Content & Technologies","ST/3/29","Active","2017"
"Entomo Malaysia Sdn Bhd","700674-U","kpisoft.com","InfoTech","CS/3/7120","Active","2011"
"Entropia (M) Sdn Bhd","1175783-X","entropia.com","Global Business Services","CS/3/10185","Active","2017"
"Entropic Technologies (M) Sdn Bhd","225421-A","pieesecurity.com","InfoTech","CS/3/1571","Active","2004"
"Entrypass Corporation Sdn Bhd","593438-M","asd.com.my","InfoTech","CS/3/1424","Active","2003"
"Entserv Malaysia Sdn Bhd","477536-U","NULL","Global Business Services","CS/3/153","Active","1998"
